match_id,pitch,players_a,players_b,true_team_a_strength,true_team_b_strength,true_probability_a,goals_a,goals_b
1145,box,"7,8,9,28,2,3","13,4,34,14,24,25",1715.75,1604.777,0.654485,5,4
1146,hf,"25,10,44,30,5,21","14,7,12,42,17,22",1546.212,1578.125,0.454202,8,7
1147,box,"37,7,32,41,46,28","36,10,40,14,34,17",1445.563,1520.803,0.393382,6,10
1148,box,"36,1,34,29,13,22","20,16,31,48,46,9",1579.21,1438.287,0.692369,14,9
1149,hf,"8,4,7,43,24,29","2,39,47,33,44,37",1592.828,1411.755,0.739302,14,8
1150,hf,"37,12,2,29,17,38","11,26,39,48,27,40",1567.067,1419.34,0.700647,11,5
1151,hf,"36,42,39,46,44,30","6,34,19,10,35,24",1347.308,1569.992,0.217232,5,9
1152,box,"10,22,37,7,19,2","33,20,46,13,12,39",1632.225,1485.168,0.699838,10,3
1153,box,"10,28,26,37,36,4","27,40,2,44,31,48",1559.848,1423.477,0.686761,14,8
1154,hf,"2,42,29,12,14,20","36,15,34,39,41,21",1590.648,1466.395,0.671562,8,6
1155,hf,"16,34,9,43,36,2","19,1,23,27,8,10",1549.547,1654.82,0.352972,6,7
1156,box,"2,36,10,26,38,23","35,46,28,18,6,47",1573.205,1426.49,0.699425,10,7
1157,hf,"14,1,36,31,28,7","10,13,34,21,37,22",1607.082,1552.108,0.578459,8,10
1158,box,"18,26,35,10,16,38","20,33,48,3,2,11",1538.29,1579.228,0.441356,6,11
1159,hf,"26,25,5,4,8,47","33,13,46,6,41,22",1566.828,1489.99,0.608811,10,7
1160,box,"5,25,34,4,40,42","18,6,19,39,48,21",1538.453,1485.438,0.575708,12,9
1161,hf,"38,29,42,27,41,10","4,24,15,18,39,2",1466.595,1633.915,0.276244,8,10
1162,box,"26,11,4,29,9,48","27,44,39,41,23,2",1542.363,1489.723,0.575181,8,4
1163,box,"25,4,11,37,39,5","17,2,26,34,35,42",1587.467,1533.303,0.577322,10,7
1164,box,"21,23,46,11,13,47","26,7,30,35,6,40",1455.162,1535.295,0.386681,3,10
1165,box,"7,6,39,11,1,25","8,15,28,16,33,21",1646.92,1582.297,0.591943,10,5
1166,box,"14,29,5,43,35,19","20,17,38,4,11,21",1528.013,1604.222,0.392053,5,10
1167,hf,"7,28,18,19,4,16","29,14,17,48,26,31",1637.965,1469.45,0.72513,14,5
1168,hf,"48,32,43,33,11,12","5,1,44,6,47,35",1431.553,1518.028,0.37806,8,12
1169,hf,"34,27,11,37,35,22","32,39,29,15,28,41",1508.475,1477.462,0.544514,4,8
1170,hf,"12,35,44,21,27,2","22,15,37,29,43,32",1547.115,1477.462,0.598918,5,7
1171,box,"44,8,30,31,4,26","32,16,43,34,10,1",1541.742,1563.258,0.469075,7,6
1172,hf,"12,15,41,23,21,11","6,26,24,1,22,35",1566.098,1614.89,0.430241,5,6
1173,hf,"10,47,5,34,42,12","46,37,9,21,41,26",1487.45,1458.998,0.540854,6,10
1174,hf,"35,44,18,16,28,40","39,48,19,41,2,11",1461.542,1481.038,0.471971,8,4
1175,hf,"39,45,15,43,35,28","48,17,33,19,9,20",1407.538,1500.062,0.369909,10,11
1176,hf,"33,36,41,5,42,6","19,23,29,35,48,30",1502.948,1441.512,0.587504,8,13
1177,box,"6,23,12,16,35,26","29,25,31,13,44,46",1579.435,1439.865,0.690708,8,5
1178,hf,"40,5,41,43,30,32","48,35,45,25,46,10",1446.093,1355.83,0.627054,7,6
1179,hf,"32,46,10,9,21,34","37,13,48,3,35,44",1513.032,1437.188,0.607446,13,7
1180,box,"44,41,16,24,4,18","2,45,25,40,22,30",1529.692,1504.612,0.53603,7,10
1181,hf,"48,22,24,18,17,12","34,26,30,38,41,13",1504.288,1475.143,0.541845,7,6
1182,box,"16,41,9,44,35,37","18,26,15,13,45,43",1455.247,1476.385,0.469617,7,10
1183,box,"21,12,35,22,31,47","45,25,11,37,40,26",1465.245,1451.905,0.519188,4,10
1184,hf,"44,24,7,15,33,46","36,26,47,40,2,32",1471.667,1454.95,0.524039,10,6
1185,hf,"2,40,21,32,44,19","17,15,1,13,20,8",1518.702,1665.573,0.300386,5,12
1186,box,"5,8,31,39,46,11","4,13,34,22,38,16",1523.435,1578.465,0.421461,10,5
1187,box,"21,19,30,7,48,44","13,45,14,12,24,40",1447.53,1503.22,0.420535,4,10
1188,box,"28,29,21,3,2,40","18,10,7,19,6,45",1611.325,1580.463,0.544297,8,9
1189,hf,"45,38,34,31,36,4","39,9,48,1,18,24",1463.558,1527.757,0.408648,7,6
1190,hf,"23,26,11,9,22,36","28,27,4,21,38,33",1571.53,1553.933,0.525302,8,7
1191,box,"11,9,32,22,33,45","18,35,43,38,28,24",1514.302,1465.385,0.569935,3,10
1192,box,"9,20,40,8,6,28","22,2,48,1,3,38",1591.08,1601.96,0.484348,5,4
1193,box,"5,16,9,42,8,21","43,48,14,1,45,22",1603.497,1440.33,0.718951,10,6
1194,hf,"48,12,44,7,19,20","46,34,41,25,39,32",1473.538,1403.792,0.599047,4,3
1195,hf,"28,29,41,47,19,42","27,10,1,9,24,33",1401.967,1635.308,0.206981,3,7
1196,box,"19,14,5,34,47,12","35,7,9,13,46,40",1522.61,1500.133,0.532301,10,6
1197,box,"6,4,25,1,48,34","16,27,17,32,11,14",1578.115,1582.852,0.493184,6,10
1198,box,"34,46,6,43,30,12","45,23,31,44,21,17",1461.983,1450.893,0.515954,4,10
1199,hf,"37,3,21,10,40,6","33,30,25,36,16,7",1592.838,1540.822,0.574304,12,9
1200,hf,"8,42,31,12,5,30","14,13,29,47,37,45",1558.412,1414.115,0.69649,12,6
1201,hf,"12,10,37,46,40,14","27,11,7,28,21,5",1482.183,1622.107,0.308858,10,14
1202,box,"16,11,21,42,24,48","37,35,14,46,36,20",1467.41,1444.815,0.532471,10,4
1203,hf,"32,15,11,26,19,16","2,37,22,17,39,41",1579.417,1525.678,0.576725,5,6
1204,box,"12,29,39,38,47,1","48,37,42,44,5,11",1484.958,1408.167,0.608747,13,10
1205,hf,"34,32,8,14,47,21","9,38,36,48,16,42",1487.745,1417.73,0.599418,9,6
1206,hf,"24,26,4,36,13,12","3,42,17,45,32,30",1596.532,1492.322,0.645629,8,7
1207,hf,"23,44,14,45,24,43","33,48,12,16,35,26",1419.243,1457.198,0.445595,5,10
1208,box,"3,13,2,18,20,16","25,6,37,40,21,8",1683.752,1546.853,0.687413,11,9
1209,box,"47,37,6,2,10,42","48,11,38,23,45,46",1510.448,1351.848,0.713609,10,6
1210,hf,"13,4,40,48,1,37","27,31,6,14,38,32",1522.455,1537.655,0.478139,9,7
1211,hf,"10,47,48,8,14,11","45,30,27,41,9,4",1466.273,1511.582,0.435163,8,6
1212,hf,"25,26,7,9,12,3","8,40,43,29,45,22",1657.448,1437.485,0.780093,13,5
1213,hf,"16,13,40,14,3,19","37,47,28,25,22,45",1606.927,1395.003,0.772051,9,5
1214,hf,"43,20,34,7,10,19","12,45,6,48,2,36",1548.643,1481.858,0.594945,8,12
1215,box,"1,37,43,21,9,10","39,19,25,44,2,13",1583.317,1542.46,0.558528,5,9
1216,box,"5,42,1,14,43,37","39,23,9,38,32,2",1542.728,1559.988,0.475181,6,10
1217,hf,"23,36,21,35,24,25","20,9,14,2,17,5",1517.9,1679.13,0.283307,7,12
1218,box,"31,4,28,8,24,40","11,48,15,36,32,18",1569.858,1470.127,0.639709,10,6
1219,box,"6,28,47,38,2,27","15,9,41,19,34,7",1519.313,1566.405,0.432642,10,3
1220,hf,"42,1,15,45,19,3","16,4,8,2,24,26",1579.417,1674.32,0.366722,6,7
1221,box,"29,24,28,20,40,5","47,48,38,23,42,19",1546.972,1341.898,0.765037,13,7
1222,box,"7,9,17,30,28,1","8,3,36,4,42,33",1647.365,1593.568,0.576807,10,3
1223,box,"15,7,29,26,18,6","32,11,28,34,3,35",1611.052,1565.083,0.56577,10,4
1224,box,"38,2,7,22,4,30","6,13,33,3,27,29",1636.492,1616.73,0.528409,5,4
1225,box,"19,24,34,18,32,20","13,26,12,8,42,2",1545.332,1609.987,0.408013,10,9
1226,box,"29,28,46,47,39,17","32,2,14,8,36,1",1387.732,1656.983,0.175095,6,15
1227,hf,"39,26,11,29,17,28","47,43,10,6,23,5",1535.022,1509.038,0.537323,6,5
1228,box,"3,4,18,26,27,28","7,20,22,38,2,5",1638.273,1641.4,0.4955,4,10
1229,box,"17,3,2,42,48,38","16,35,36,5,37,18",1514.433,1530.148,0.4774,3,10
1230,hf,"12,3,17,40,39,33","47,38,20,44,32,26",1547.387,1392.907,0.708737,9,7
1231,hf,"15,42,5,13,30,38","29,8,27,25,36,19",1531.362,1548.48,0.475385,9,7
1232,box,"32,19,4,48,31,37","18,16,15,12,21,28",1470.5,1592.298,0.331562,1,10
1233,hf,"39,19,38,37,8,40","29,1,5,17,11,28",1468.98,1652.122,0.25841,7,13
1234,hf,"14,30,4,33,47,35","11,7,6,27,46,42",1486.143,1523.357,0.44665,5,6
1235,hf,"17,7,35,6,16,24","40,37,33,39,42,29",1602.14,1410.75,0.750584,12,6
1236,hf,"29,2,35,33,41,38","19,45,47,5,46,26",1503.29,1395.692,0.650079,11,8
1237,hf,"8,29,23,34,33,15","37,47,44,24,41,1",1553.383,1426.522,0.674865,11,7
1238,box,"35,3,27,31,21,45","6,12,13,25,37,42",1513.002,1542.267,0.457984,5,3
1239,box,"33,32,44,38,18,11","39,28,36,48,10,30",1477.588,1424.475,0.575846,5,9
1240,box,"43,41,4,18,3,38","23,15,8,17,6,28",1544.135,1617.045,0.396588,7,10
1241,box,"16,12,32,19,44,36","43,15,22,25,23,7",1498.237,1548.023,0.428838,3,10
1242,box,"26,12,19,41,3,39","27,45,46,25,43,35",1554.05,1368.55,0.744183,14,9
1243,hf,"29,33,20,10,5,48","1,45,36,22,7,25",1507.957,1557.898,0.428619,11,10
1244,hf,"41,27,18,35,45,9","1,33,37,15,46,44",1466.405,1474.427,0.488458,9,8
1245,box,"28,9,17,26,31,10","34,29,39,37,5,48",1582.342,1425.89,0.711074,10,5
1246,box,"8,38,16,23,43,39","41,11,14,27,7,15",1486.935,1579.74,0.369531,2,10
1247,box,"16,3,17,21,36,33","7,26,22,2,11,24",1587.287,1646.882,0.415067,7,10
1248,box,"7,28,21,42,3,13","19,18,2,37,27,26",1602.252,1583.168,0.527436,2,3
1249,hf,"5,34,9,45,17,39","35,37,42,3,40,38",1511.583,1459.852,0.573903,5,9
1250,hf,"36,10,7,18,6,29","45,27,34,46,15,21",1601.697,1434.57,0.723534,13,6
1251,hf,"17,35,28,40,43,47","45,16,38,26,36,29",1380.6,1448.692,0.403244,7,6
1252,hf,"6,21,22,38,17,47","4,8,41,9,12,42",1492.825,1581.327,0.375321,1,5
1253,box,"16,45,25,47,3,23","8,5,31,6,28,4",1479.998,1656.783,0.265484,4,10
1254,hf,"26,14,27,21,16,46","42,9,7,33,38,17",1513.835,1533.147,0.472237,8,7
1255,hf,"2,39,42,46,37,20","9,43,34,38,17,12",1460.15,1508.963,0.430211,12,7
1256,box,"18,36,40,28,45,32","27,4,21,44,17,11",1431.375,1571.705,0.308359,4,10
1257,hf,"24,32,29,22,35,2","37,46,20,21,15,13",1568.387,1502.695,0.593427,7,11
1258,box,"24,17,26,25,9,41","12,27,22,19,4,7",1546.04,1639.695,0.368392,8,10
1259,hf,"4,1,45,44,28,11","12,8,42,10,19,40",1558.292,1544.268,0.52017,9,10
1260,box,"45,43,31,20,26,9","21,40,5,25,2,7",1463.352,1628.225,0.279068,12,16
1261,hf,"33,17,35,34,41,25","4,1,46,44,7,31",1476.817,1557.082,0.386501,7,12
1262,hf,"32,36,9,13,6,12","37,39,23,29,1,18",1591.232,1557.073,0.549,9,8
1263,hf,"11,41,28,5,10,8","48,4,14,34,17,15",1603.407,1527.35,0.607739,10,6
1264,hf,"28,23,45,38,25,35","4,30,36,47,11,24",1448.467,1504.152,0.420542,8,11
1265,box,"43,36,45,15,33,21","17,24,18,4,3,28",1430.962,1654.883,0.216023,5,10
1266,hf,"48,10,13,5,8,9","46,47,29,19,35,32",1576.78,1385.837,0.750102,6,4
1267,hf,"6,29,47,26,14,16","19,11,32,41,2,13",1514.313,1591.138,0.391207,6,7
1268,hf,"11,5,31,23,1,42","35,4,47,39,25,16",1608.572,1477.597,0.680039,14,10
1269,hf,"13,3,25,39,15,21","35,33,10,18,44,22",1597.998,1500.282,0.637031,10,7
1270,hf,"45,41,7,33,5,26","29,31,48,19,40,44",1502.31,1377.425,0.672364,11,8
1271,hf,"17,48,43,24,47,44","28,4,35,14,40,45",1310.825,1492.625,0.259893,7,9
1272,hf,"29,46,36,7,1,42","43,21,16,39,8,10",1510.445,1533.928,0.466256,7,8
1273,hf,"35,25,40,37,38,28","44,34,33,10,4,20",1443.903,1543.535,0.360424,9,11
1274,hf,"9,31,7,18,29,48","17,25,15,3,6,35",1506.832,1622.813,0.339025,8,10
1275,box,"18,9,14,36,42,15","38,29,11,34,16,44",1543.822,1483.238,0.586313,12,5
1276,hf,"32,2,26,11,37,14","12,34,33,4,44,36",1590.943,1509.192,0.615526,11,8
1277,box,"8,1,12,15,46,47","2,5,34,25,30,28",1519.867,1600.652,0.385792,6,9
1278,box,"39,43,36,44,31,25","8,1,46,6,19,13",1394.86,1616.515,0.218241,4,10
1279,box,"16,36,19,21,42,48","44,6,38,33,4,31",1432.025,1522.32,0.372904,3,10
1280,hf,"9,13,21,20,27,38","46,7,3,1,47,2",1567.88,1597.22,0.457876,9,7
1281,box,"18,22,38,25,29,5","47,2,3,28,39,45",1560.295,1485.608,0.605857,10,6
1282,hf,"24,20,6,46,15,19","1,29,35,21,7,26",1544.922,1607.332,0.411139,5,6
1283,box,"31,3,34,40,1,24","36,13,28,27,42,41",1597.188,1464.21,0.682543,13,8
1284,hf,"40,26,11,25,39,30","1,34,15,35,28,36",1492.432,1554.953,0.410983,6,7
1285,box,"44,43,42,32,40,5","24,2,46,38,28,12",1406.193,1530.718,0.328093,4,9
1286,hf,"2,45,39,16,9,48","6,44,28,23,30,34",1466.935,1501.7,0.450135,7,9
1287,hf,"6,36,1,37,24,9","5,30,44,22,33,21",1610.387,1518.168,0.629682,14,9
1288,hf,"19,46,6,43,9,32","48,25,39,12,5,7",1490.91,1510.728,0.47151,6,7
1289,box,"6,39,46,38,26,9","28,18,12,11,10,31",1485.058,1593.363,0.348996,5,7
1290,hf,"17,47,24,18,9,7","36,23,19,46,32,3",1540.093,1517.06,0.533099,14,10
1291,hf,"10,9,24,32,1,37","2,4,5,26,15,22",1614.262,1684.023,0.400933,7,8
1292,hf,"9,18,31,12,33,11","36,40,21,47,1,4",1586.988,1522.617,0.591593,12,6
1293,hf,"12,11,45,17,29,16","6,9,27,5,25,35",1537.937,1605.125,0.404496,9,10
1294,hf,"4,23,36,42,48,6","8,37,24,1,12,30",1482.61,1609.633,0.32493,9,16
1295,box,"6,21,12,28,48,3","24,15,29,4,37,9",1559.192,1597.575,0.444986,10,7
1296,hf,"1,48,31,17,42,6","33,37,20,36,21,19",1511.33,1509.615,0.502468,7,5
1297,hf,"27,38,36,37,14,48","23,9,39,17,18,31",1407.368,1550.223,0.305267,9,10
1298,box,"40,47,33,10,31,13","20,35,6,14,5,3",1450.908,1653.375,0.237671,7,14
1299,hf,"40,26,15,44,12,5","30,19,14,24,29,17",1520.72,1563.132,0.439266,11,13
1300,box,"10,27,34,4,26,18","35,28,3,41,29,13",1598.3,1547.698,0.572311,5,10
1301,box,"35,33,13,36,20,12","21,15,25,44,26,9",1528.335,1536.3,0.488539,7,11
1302,box,"46,4,26,24,29,40","22,23,6,45,48,11",1496.238,1464.228,0.545936,10,4
1303,hf,"22,21,7,3,32,41","20,2,39,46,15,40",1587.883,1498.238,0.626221,12,7
1304,box,"33,25,7,39,44,2","10,22,19,29,47,4",1537.397,1541.705,0.4938,4,10
1305,hf,"15,21,18,45,6,12","1,44,9,43,29,47",1557.117,1453.137,0.645326,11,6
1306,hf,"4,1,11,27,48,6","21,8,22,14,12,23",1607.765,1610.867,0.495536,6,7
1307,hf,"41,40,22,3,29,19","45,32,7,44,13,9",1536.768,1495.28,0.559424,11,6
1308,hf,"38,44,24,42,2,15","5,4,1,26,19,14",1503.69,1694.333,0.250222,7,12
1309,hf,"45,38,8,1,18,23","9,3,14,28,41,33",1557.742,1584.005,0.462276,8,9
1310,box,"20,41,40,7,15,42","22,46,47,12,35,23",1490.023,1417.482,0.602905,10,2
1311,box,"22,10,3,24,25,5","46,4,27,32,37,38",1655.158,1471.197,0.742493,13,6
1312,hf,"36,4,5,35,25,29","31,17,3,16,42,33",1574.45,1556.613,0.525646,3,2
1313,box,"43,13,37,19,20,38","24,15,2,1,26,32",1481.063,1653.762,0.270097,2,10
1314,box,"1,14,11,41,23,48","5,32,47,25,21,17",1523.83,1505.873,0.525819,10,8
1315,box,"38,4,41,12,43,37","10,15,46,20,22,7",1478.407,1559.397,0.385512,5,10
1316,box,"27,44,3,23,16,1","41,35,36,48,33,17",1615.417,1389.115,0.786289,17,10
1317,hf,"26,29,15,9,40,1","19,22,30,41,37,36",1596.638,1469.798,0.674838,9,7
1318,box,"37,12,6,11,38,44","28,20,45,26,3,15",1510.443,1553.253,0.438701,2,3
1319,hf,"45,10,30,24,23,34","12,5,17,46,39,2",1494.207,1566.632,0.397256,10,16
1320,hf,"8,6,23,11,15,36","1,12,13,28,45,7",1608.047,1599.007,0.513007,6,7
1321,hf,"34,8,48,37,32,1","24,45,7,28,40,47",1496.145,1411.212,0.619851,12,9
1322,hf,"36,48,6,38,21,37","30,31,11,7,25,47",1429.238,1495.54,0.405726,4,7
1323,box,"16,31,35,45,39,14","5,36,25,44,10,33",1456.395,1518.23,0.41194,8,11
1324,hf,"20,4,43,7,33,9","11,31,42,1,47,12",1589.683,1513.73,0.607597,6,5
1325,hf,"41,15,9,43,10,4","17,6,18,40,32,39",1566.328,1518.395,0.568547,5,11
1326,box,"48,8,5,27,24,37","39,13,1,9,40,42",1497.262,1542.852,0.434765,12,7
1327,hf,"15,9,47,29,32,23","46,7,16,24,13,3",1492.51,1591.987,0.360629,5,8
1328,box,"27,22,4,48,17,26","13,1,46,23,15,29",1517.377,1568.55,0.426884,5,10
1329,box,"9,5,44,2,42,11","39,6,27,47,31,20",1585.468,1464.215,0.667742,10,4
1330,hf,"48,34,14,8,2,17","16,35,18,5,25,26",1547.15,1573.263,0.46249,8,6
1331,box,"8,27,32,1,33,4","24,26,36,42,47,41",1643.912,1382.307,0.818456,10,2
1332,hf,"45,26,10,6,37,33","47,24,41,4,20,19",1501.892,1498.587,0.504756,8,9
1333,hf,"28,26,13,44,20,39","46,15,37,27,23,1",1485.798,1534.417,0.430486,11,8
1334,hf,"11,25,9,28,8,6","19,10,17,14,27,46",1635.04,1536.94,0.637541,5,2
1335,hf,"36,45,21,18,44,10","7,33,41,3,35,32",1456.385,1546.667,0.372922,5,6
1336,hf,"7,40,27,10,41,16","20,6,39,37,25,17",1536.227,1537.965,0.497498,5,3
1337,box,"47,19,30,12,24,43","4,44,35,16,15,39",1441.537,1515.54,0.395083,10,13
1338,hf,"16,5,6,24,43,34","32,26,2,45,18,39",1558.597,1508.325,0.571846,9,10
1339,hf,"44,18,32,22,30,26","38,47,45,13,24,16",1487.045,1418.858,0.596888,11,7
1340,box,"25,47,39,33,48,5","28,14,18,9,6,12",1383.378,1628.233,0.196313,8,13
1341,box,"37,22,40,20,33,6","47,12,26,39,10,21",1517.46,1482.128,0.550672,7,10
1342,box,"8,16,1,30,18,9","47,24,38,48,44,12",1656.08,1336.872,0.862654,13,5
1343,box,"17,42,35,38,13,16","11,27,8,20,21,39",1498.687,1569.975,0.398824,4,10
1344,hf,"43,30,15,7,44,2","48,35,8,32,34,23",1532.297,1447.323,0.619905,12,8
1345,box,"24,47,36,29,6,46","18,21,11,14,48,42",1418.505,1474.607,0.419958,4,10
1346,box,"18,44,42,47,32,4","8,45,13,11,2,34",1427.642,1582.16,0.291217,9,12
1347,box,"29,30,48,9,37,28","26,21,27,13,39,47",1446.815,1457.64,0.484427,11,7
1348,box,"41,45,23,10,29,35","5,2,24,21,34,3",1457.772,1671.105,0.226524,5,12
1349,hf,"47,9,5,20,12,21","30,13,8,28,2,45",1551.937,1565.425,0.480598,6,4
1350,hf,"14,26,34,41,6,32","11,3,13,8,40,25",1525.395,1618.32,0.36937,8,10
1351,hf,"26,12,2,39,42,47","37,41,32,16,23,9",1470.847,1515.045,0.436734,10,11
1352,hf,"43,44,14,16,10,11","47,41,29,15,13,34",1516.413,1443.048,0.604039,11,8
1353,box,"31,45,47,15,23,46","9,43,28,40,6,33",1363.737,1505.077,0.30712,6,12
1354,box,"36,30,3,33,12,25","39,32,8,45,11,13",1567.593,1507.188,0.586064,10,6
1355,hf,"42,36,15,47,44,45","41,12,6,32,28,17",1323.203,1549.403,0.21381,9,14
1356,box,"13,21,29,17,9,10","14,42,43,40,11,33",1612.07,1453.887,0.713118,14,8
1357,hf,"10,23,36,43,37,48","41,12,42,47,26,4",1400.748,1458.017,0.418323,4,3
1358,box,"14,24,42,4,25,16","41,31,43,5,8,35",1580.762,1492.298,0.624627,10,8
1359,box,"16,1,32,43,21,15","36,20,8,42,44,10",1573.668,1492.747,0.614395,10,5
1360,hf,"26,43,4,33,19,47","48,15,37,31,24,25",1463.452,1446.187,0.524826,8,6
1361,hf,"21,17,37,5,12,41","45,24,6,28,18,42",1549.32,1490.618,0.583684,7,5
1362,box,"18,2,37,43,6,46","25,38,14,41,21,29",1506.602,1503.058,0.505099,8,10
1363,box,"9,2,17,11,28,45","1,5,40,32,7,48",1588.645,1536.218,0.574881,10,11
1364,box,"46,28,40,26,30,35","37,44,45,3,42,34",1422.163,1419.348,0.504051,10,8
1365,hf,"39,12,9,29,42,25","2,30,22,37,34,35",1515.652,1533.17,0.47481,8,9
1366,box,"41,14,48,44,37,20","13,8,39,6,25,22",1381.687,1587.058,0.234654,6,13
1367,box,"38,41,22,12,15,8","10,3,11,43,48,5",1542.417,1540.233,0.503142,10,9
1368,box,"19,37,41,30,48,31","1,4,42,9,27,36",1395.412,1608.888,0.226379,8,13
1369,box,"32,26,20,37,29,38","44,46,6,27,13,25",1486.627,1480.368,0.509005,6,10
1370,hf,"2,27,16,23,21,15","31,13,3,38,25,18",1624.892,1581.452,0.562191,7,11
1371,hf,"8,41,37,42,23,9","46,25,15,21,14,4",1503.712,1562.948,0.415568,6,8
1372,hf,"23,8,11,34,46,30","27,14,28,20,16,6",1509.985,1598.135,0.375796,4,5
1373,hf,"40,36,37,22,48,26","23,19,27,28,16,20",1390.937,1568.792,0.264285,3,8
1374,box,"19,15,20,17,5,46","40,8,26,37,38,16",1554.365,1497.445,0.581189,2,10
1375,hf,"29,19,15,37,18,27","17,2,34,36,11,10",1540.912,1608.565,0.403851,8,7
1376,box,"47,31,14,37,43,35","42,34,38,18,7,16",1385.65,1516.31,0.320355,5,14
1377,box,"29,9,4,45,12,8","31,3,42,21,20,34",1589.998,1546.89,0.561721,10,4
1378,box,"38,9,47,3,16,1","45,20,18,37,28,41",1585.363,1446.252,0.690144,13,7
1379,hf,"4,2,10,23,7,9","8,14,30,22,26,45",1713.515,1519.858,0.753019,10,6
1380,box,"38,22,41,44,31,1","36,28,6,37,14,5",1491.242,1569.422,0.389351,7,10
1381,box,"21,26,25,15,6,5","45,35,36,24,4,14",1618.985,1509.583,0.652437,14,9
1382,box,"43,9,3,16,13,20","30,19,12,17,27,14",1603.903,1577.162,0.538409,8,10
1383,hf,"33,45,44,43,26,35","2,3,36,21,10,37",1365.913,1627.305,0.181727,9,13
1384,box,"4,10,42,6,46,43","32,29,19,5,30,17",1500.313,1566.6,0.405747,11,8
1385,box,"35,24,4,11,45,36","40,18,28,26,22,12",1514.575,1535.36,0.470124,10,3
1386,box,"13,9,34,10,40,15","1,47,2,41,22,26",1567.308,1547.255,0.528827,6,10
1387,box,"13,17,27,30,29,5","8,28,45,24,1,44",1581.323,1523.663,0.582226,6,7
1388,hf,"21,16,4,12,18,42","24,14,46,6,45,15",1591.583,1489.175,0.643253,8,6
1389,box,"32,11,16,2,14,18","9,3,42,35,19,30",1634.662,1559.682,0.60626,11,6
1390,hf,"2,6,30,11,45,43","9,19,4,24,40,29",1532.402,1585.107,0.424728,6,10
1391,box,"35,30,7,31,42,41","32,21,17,27,46,12",1463.392,1504.855,0.440611,8,10
1392,hf,"29,10,44,31,41,47","22,33,5,12,43,21",1395.603,1545.927,0.296227,4,9
1393,box,"45,22,25,26,35,19","17,33,10,16,32,39",1481.447,1535.753,0.422477,5,10
1394,hf,"9,6,47,4,8,34","30,33,3,16,23,36",1573.002,1566.392,0.509511,6,5
1395,hf,"5,30,4,32,19,3","41,15,39,10,23,7",1655.148,1547.522,0.650116,8,6
1396,hf,"23,12,39,21,8,32","7,47,41,10,43,25",1554.392,1441.688,0.656734,14,10
1397,hf,"12,11,2,24,19,10","43,8,25,48,40,21",1660.533,1418.615,0.801006,17,11
1398,hf,"25,13,47,1,35,46","43,19,41,20,29,2",1464.74,1528.267,0.409583,8,7
1399,box,"22,1,18,30,2,11","47,24,40,25,33,23",1672.897,1435.097,0.7972,10,4
1400,box,"29,32,17,40,12,26","28,41,14,11,21,27",1518.72,1544.693,0.462691,8,5
1401,hf,"11,23,37,10,2,27","6,26,47,35,42,45",1613.178,1385.778,0.787349,17,9
1402,box,"37,47,11,10,38,19","8,5,21,27,14,3",1469.465,1665.878,0.244042,9,13
1403,box,"26,15,28,16,30,43","10,27,12,19,40,3",1507.668,1603.197,0.365886,7,12
1404,hf,"2,42,43,36,22,7","13,14,46,15,35,3",1526.55,1556.288,0.457307,9,6
1405,hf,"11,5,42,6,12,10","7,44,47,24,19,33",1621.922,1449.487,0.729604,12,5
1406,hf,"35,10,28,48,27,45","32,26,20,1,7,8",1406.603,1645.743,0.201556,9,15
1407,hf,"25,20,47,9,44,1","3,48,12,37,33,32",1510.08,1483.455,0.538242,11,9
1408,box,"21,25,41,26,19,45","20,8,39,28,9,14",1469.365,1581.675,0.343777,8,12
1409,hf,"28,10,12,5,13,46","2,20,45,3,19,11",1566.058,1623.268,0.418404,6,9
1410,hf,"47,32,33,37,8,6","31,40,29,10,27,18",1475.612,1523.937,0.4309,5,6
1411,box,"13,8,36,2,4,15","28,42,27,45,11,1",1666.172,1524.788,0.692933,11,7
1412,box,"22,13,35,26,47,7","1,21,3,41,12,18",1493.468,1646.135,0.293422,6,10
1413,hf,"23,36,45,11,27,40","46,37,43,4,39,29",1457.18,1431.752,0.536529,12,9
1414,box,"28,16,15,12,36,14","33,40,25,43,39,31",1571.023,1420.198,0.704375,10,4
1415,box,"41,35,26,12,46,30","7,16,28,36,20,42",1438.787,1530.183,0.371422,7,11
1416,hf,"11,13,15,39,10,7","35,33,46,23,12,30",1608.24,1466.378,0.693519,10,6
1417,hf,"31,21,46,45,2,26","48,32,25,7,3,28",1477.795,1528.072,0.428147,6,9
1418,hf,"41,35,34,7,42,18","16,5,40,9,30,29",1477.47,1562.677,0.379778,10,16
1419,hf,"45,8,23,38,27,48","35,16,42,20,46,32",1411.283,1440.163,0.458534,12,7
1420,box,"10,45,26,25,24,46","35,47,11,23,37,7",1456.887,1476.173,0.472273,10,8
1421,hf,"11,22,21,15,39,18","28,41,1,29,20,9",1565.295,1590.997,0.46308,8,9
1422,hf,"10,40,27,28,38,20","5,29,37,26,32,2",1512.008,1585.542,0.395729,6,7
1423,box,"20,44,47,32,17,36","23,40,37,19,26,18",1406.903,1506.392,0.360614,6,7
1424,hf,"20,8,27,30,16,19","45,34,22,14,26,35",1581.277,1472.382,0.651775,13,8
1425,box,"38,35,2,17,19,21","1,39,11,33,26,42",1574.152,1543.595,0.543862,10,1
